S/N,REGION,COUNCIL,SCHOOL NAME,Reg#," July, 2022 "," Augut, 2022 "," September, 2022 "," October, 2022 "," November, 2022 "," December, 2022 "," January, 2023 "," February, 2023 "," March, 2023 "," April, 2023 "," May, 2023 "," June, 2023 ", TOTAL 
8029,Mara,Serengeti DC, NYAMITITA , EM.8711 ,"405,714.48","403,540.31","381,518.11","379,195.16","378,983.00","378,226.00","377,914.00","377,610.00","377,261.00","377,261.00","377,261.00","377,184.00","4,591,668.06"
8030,Mara,Serengeti DC, NYAMOKO , EM.4227 ,"474,628.94","472,085.47","434,717.85","433,078.13","432,835.00","431,972.00","431,615.00","431,267.00","430,869.00","430,869.00","430,869.00","430,781.00","5,265,587.40"
8031,Mara,Serengeti DC, NYANGWE , EM.17836 ,"189,644.32","188,628.04","218,372.25","217,042.65","216,921.00","216,488.00","216,310.00","216,135.00","215,936.00","215,936.00","215,936.00","215,891.00","2,543,240.25"
8032,Mara,Serengeti DC, NYANKOMOGO , EM.8377 ,"395,351.40","393,232.77","388,611.41","386,748.84","386,532.00","385,761.00","385,443.00","385,132.00","384,776.00","384,776.00","384,776.00","384,697.00","4,645,837.43"
8033,Mara,Serengeti DC, NYANSURUMUNTI , EM.4228 ,"441,467.10","439,101.34","420,024.59","417,467.18","417,233.00","416,401.00","416,057.00","415,722.00","415,338.00","415,338.00","415,338.00","415,253.00","5,044,740.20"
8034,Mara,Serengeti DC, NYANSURURA , EM.4229 ,"319,700.94","317,987.70","339,971.65","340,419.56","340,229.00","339,550.00","339,270.00","338,996.00","338,683.00","338,683.00","338,683.00","338,614.00","4,030,787.85"
8035,Mara,Serengeti DC, NYANTARE , EM.14650 ,"420,222.79","417,970.87","404,318.00","404,877.70","404,651.00","403,843.00","403,510.00","403,185.00","402,812.00","402,812.00","402,812.00","402,730.00","4,873,744.36"
8036,Mara,Serengeti DC, NYANUNGU , EM.14651 ,"357,008.02","355,094.86","423,571.24","420,992.23","420,756.00","419,917.00","419,570.00","419,232.00","418,845.00","418,845.00","418,845.00","418,759.00","4,911,435.35"
8037,Mara,Serengeti DC, NYIBEREKERA , EM.6186 ,"598,985.87","595,775.99","602,423.69","599,762.86","599,427.00","598,230.00","597,737.00","597,255.00","596,704.00","596,704.00","596,704.00","596,582.00","7,176,291.41"
8038,Mara,Serengeti DC, NYIBOKO , EM.1293 ,"647,692.34","644,221.44","598,370.38","597,244.96","596,910.00","595,719.00","595,228.00","594,748.00","594,198.00","594,198.00","594,198.00","594,077.00","7,246,805.12"
8039,Mara,Serengeti DC, NYICHOKA , EM.2386 ,"226,433.24","225,219.82","198,105.69","196,899.48","196,789.00","196,396.00","196,234.00","196,076.00","195,895.00","195,895.00","195,895.00","195,855.00","2,415,693.22"
8040,Mara,Serengeti DC, NYIGOTI , EM.19313 ,,,,"119,851.86","119,785.00","119,546.00","119,447.00","119,351.00","119,241.00","119,241.00","119,241.00","119,216.00","1,074,919.86"
8041,Mara,Serengeti DC, NYISENSE , EM.17123 ,"352,344.63","350,456.47","327,811.71","328,837.23","328,653.00","327,997.00","327,727.00","327,462.00","327,160.00","327,160.00","327,160.00","327,093.00","3,979,862.04"
8042,Mara,Serengeti DC, PARK NYIGOTI , EM.10815 ,"290,166.17","288,611.21","288,798.57","287,040.16","286,879.00","286,307.00","286,071.00","285,840.00","285,576.00","285,576.00","285,576.00","285,518.00","3,441,959.10"
8043,Mara,Serengeti DC, REMUNGORORI , EM.2916 ,"665,309.57","661,744.27","628,263.56","625,948.97","625,598.00","624,350.00","623,835.00","623,332.00","622,756.00","622,756.00","622,756.00","622,629.00","7,569,278.37"
8044,Mara,Serengeti DC, RIGICHA , EM.7802 ,"496,909.56","494,246.69","521,357.42","518,183.02","517,892.00","516,859.00","516,433.00","516,016.00","515,540.00","515,540.00","515,540.00","515,435.00","6,159,951.70"
8045,Mara,Serengeti DC, RINGWANI , EM.2147 ,"455,457.25","453,016.52","437,757.84","435,092.45","434,848.00","433,981.00","433,623.00","433,273.00","432,873.00","432,873.00","432,873.00","432,785.00","5,248,453.06"
8046,Mara,Serengeti DC, ROBANDA , EM.1074 ,"327,473.25","325,718.36","299,438.52","299,126.06","298,958.00","298,362.00","298,116.00","297,875.00","297,600.00","297,600.00","297,600.00","297,539.00","3,635,406.19"
8047,Mara,Serengeti DC, RUNGABURE , EM.5005 ,"490,173.56","487,546.79","486,397.60","483,436.05","483,165.00","482,201.00","481,803.00","481,415.00","480,970.00","480,970.00","480,970.00","480,872.00","5,799,920.00"
8048,Mara,Serengeti DC, RWAMCHANGA , EM.3869 ,"565,305.87","562,276.48","500,584.19","497,536.27","497,257.00","496,265.00","495,856.00","495,456.00","494,998.00","494,998.00","494,998.00","494,897.00","6,090,427.81"
8049,Mara,Serengeti DC, SERONERA , EM.2387 ,"5,181.54","5,153.77","5,573.31","5,539.37","5,536.00","5,525.00","5,521.00","5,516.00","5,511.00","5,511.00","5,511.00","5,510.00","65,588.99"
8050,Mara,Serengeti DC, SINGISI , EM.4230 ,"418,150.17","415,909.36","379,998.12","383,727.37","383,512.00","382,747.00","382,431.00","382,123.00","381,770.00","381,770.00","381,770.00","381,692.00","4,655,600.03"
8051,Mara,Serengeti DC, SOGOTI , EM.11377 ,"205,188.93","204,089.35","194,052.37","192,870.84","192,763.00","192,378.00","192,219.00","192,064.00","191,887.00","191,887.00","191,887.00","191,848.00","2,333,134.50"
8052,Mara,Serengeti DC, TABORA B , EM.5006 ,"217,106.47","215,943.03","199,119.02","197,906.63","197,796.00","197,401.00","197,238.00","197,079.00","196,897.00","196,897.00","196,897.00","196,857.00","2,407,137.15"
8053,Mara,Serengeti DC, TAMKERI , EM.11378 ,"330,064.01","328,295.25","331,358.36","329,844.39","329,659.00","329,002.00","328,730.00","328,465.00","328,162.00","328,162.00","328,162.00","328,095.00","3,947,999.02"
8054,Mara,Serengeti DC, TUMAINI , EM.13701 ,"284,984.63","283,457.44","281,705.27","280,493.63","280,336.00","279,777.00","279,546.00","279,321.00","279,063.00","279,063.00","279,063.00","279,006.00","3,365,815.97"
8055,Mara,Serengeti DC, WAGETE , EM.8593 ,"429,031.40","426,732.28","404,824.67","402,359.80","402,134.00","401,332.00","401,001.00","400,678.00","400,307.00","400,307.00","400,307.00","400,226.00","4,869,240.15"
8056,Mara,Serengeti DC, ZAKIA MEGHJI , EM.13289 ,"178,244.93","177,289.74","184,425.76","183,806.42","183,703.00","183,337.00","183,186.00","183,038.00","182,869.00","182,869.00","182,869.00","182,831.00","2,188,468.84"
8057,Mara,Tarime DC, ABAINANO , EM.762 ,"624,893.57","621,544.85","616,103.62","612,352.34","612,009.00","610,788.00","610,284.00","609,792.00","609,229.00","609,229.00","609,229.00","609,104.00","7,354,558.37"
8058,Mara,Tarime DC, BISARWI , EM.2148 ,"608,830.80","605,568.16","530,984.04","527,751.03","527,455.00","526,403.00","525,969.00","525,544.00","525,059.00","525,059.00","525,059.00","524,952.00","6,478,634.02"
8059,Mara,Tarime DC, BONGENGE , EM.8989 ,"749,768.65","745,750.74","674,876.67","670,767.53","670,391.00","669,054.00","668,502.00","667,963.00","667,346.00","667,346.00","667,346.00","667,210.00","8,186,321.58"
8060,Mara,Tarime DC, BOREGA A , EM.6187 ,"323,846.17","322,110.72","335,918.34","333,873.03","333,686.00","333,020.00","332,745.00","332,477.00","332,170.00","332,170.00","332,170.00","332,102.00","3,976,288.26"
8061,Mara,Tarime DC, BOREGA B , EM.6188 ,"456,493.56","454,047.27","424,584.57","421,999.39","421,763.00","420,921.00","420,574.00","420,235.00","419,847.00","419,847.00","419,847.00","419,761.00","5,119,919.79"
8062,Mara,Tarime DC, BUNGURERE , EM.5007 ,"438,876.33","436,524.45","399,251.36","396,820.43","396,598.00","395,807.00","395,480.00","395,161.00","394,796.00","394,796.00","394,796.00","394,716.00","4,833,622.57"
8063,Mara,TARIME DC, BYANTANGANA , EM.17920 ,"240,423.40","239,135.00","276,131.97","274,450.68","274,297.00","273,749.00","273,524.00","273,303.00","273,051.00","273,051.00","273,051.00","272,995.00","3,217,162.04"
8064,Mara,Tarime DC, GENKURU , EM.3870 ,"581,886.79","578,768.55","559,357.24","555,951.46","555,640.00","554,531.00","554,074.00","553,627.00","553,116.00","553,116.00","553,116.00","553,003.00","6,706,187.04"
8065,Mara,Tarime DC, GIBASISI , EM.11980 ,"312,446.78","310,772.42","332,371.69","330,347.97","330,163.00","329,504.00","329,232.00","328,967.00","328,663.00","328,663.00","328,663.00","328,596.00","3,918,389.87"
8066,Mara,Tarime DC, GIBASO , EM.4231 ,"529,035.10","526,200.08","482,344.28","479,407.42","479,139.00","478,183.00","477,788.00","477,403.00","476,962.00","476,962.00","476,962.00","476,865.00","5,837,250.88"
8067,Mara,Tarime DC, GWITARE , EM.10816 ,"467,892.94","465,385.57","434,211.19","431,567.39","431,325.00","430,465.00","430,110.00","429,763.00","429,366.00","429,366.00","429,366.00","429,278.00","5,238,096.10"
8068,Mara,Tarime DC, GWITIRYO , EM.7157 ,"593,286.18","590,106.84","507,677.49","504,586.38","504,303.00","503,297.00","502,882.00","502,477.00","502,013.00","502,013.00","502,013.00","501,910.00","6,216,564.90"
8069,Mara,Tarime DC, IRAMBA , EM.16344 ,"238,868.93","237,588.87","246,745.45","245,243.08","245,106.00","244,616.00","244,415.00","244,218.00","243,992.00","243,992.00","243,992.00","243,942.00","2,922,719.33"
8070,Mara,Tarime DC, ITIRYO , EM.4232 ,"661,682.49","658,136.63","587,730.43","584,151.90","583,824.00","582,659.00","582,179.00","581,710.00","581,172.00","581,172.00","581,172.00","581,054.00","7,146,643.45"
8071,Mara,Tarime DC, KAMBARAGE , EM.14082 ,"377,216.02","375,194.57","404,824.67","402,359.80","402,134.00","401,332.00","401,001.00","400,678.00","400,307.00","400,307.00","400,307.00","400,226.00","4,765,887.05"
8072,Mara,Tarime DC, KANGARIANI , EM.5008 ,"403,123.71","400,963.43","433,197.86","430,560.24","430,319.00","429,460.00","429,106.00","428,760.00","428,364.00","428,364.00","428,364.00","428,277.00","5,098,859.23"
8073,Mara,Tarime DC, KARAKATONGA , EM.5009 ,"387,060.94","384,986.73","364,798.20","362,577.04","362,374.00","361,651.00","361,352.00","361,061.00","360,728.00","360,728.00","360,728.00","360,654.00","4,388,698.91"
8074,Mara,Tarime DC, KEBOGWE , EM.14411 ,"377,216.02","375,194.57","357,704.90","355,526.93","355,328.00","354,619.00","354,326.00","354,040.00","353,713.00","353,713.00","353,713.00","353,641.00","4,298,735.42"
8075,Mara,Tarime DC, KEBWEYE , EM.3871 ,"550,797.56","547,845.92","465,624.37","462,789.31","462,530.00","461,607.00","461,226.00","460,854.00","460,429.00","460,429.00","460,429.00","460,335.00","5,714,896.15"
8076,Mara,Tarime DC, KEGONGA , EM.6189 ,"471,520.02","468,993.21","503,117.51","500,054.17","499,774.00","498,777.00","498,365.00","497,963.00","497,503.00","497,503.00","497,503.00","497,402.00","5,928,474.91"
8077,Mara,Tarime DC, KEISAKA , EM.18742 ,,,,"103,233.74","121,798.00","121,555.00","121,455.00","121,357.00","121,245.00","121,245.00","121,245.00","121,220.00","1,074,353.74"
8078,Mara,Tarime DC, KEISANGORA , EM.2788 ,"351,308.32","349,425.71","337,945.00","335,887.34","335,699.00","335,029.00","334,753.00","334,483.00","334,174.00","334,174.00","334,174.00","334,106.00","4,051,158.37"
8079,Mara,Tarime DC, KEMAKORERE , EM.4233 ,"437,321.87","434,978.32","412,931.29","410,417.07","410,187.00","409,368.00","409,031.00","408,701.00","408,324.00","408,324.00","408,324.00","408,240.00","4,966,147.54"
8080,Mara,Tarime DC, KEMBWI , EM.6190 ,"448,721.25","446,316.62","411,411.30","408,906.33","408,677.00","407,862.00","407,525.00","407,197.00","406,821.00","406,821.00","406,821.00","406,737.00","4,973,816.50"
8081,Mara,Tarime DC, KENYAMOSABI , EM.9169 ,"628,002.49","624,637.11","513,757.46","510,629.33","510,343.00","509,325.00","508,905.00","508,494.00","508,025.00","508,025.00","508,025.00","507,921.00","6,346,089.39"
8082,Mara,Tarime DC, KENYANGI , EM.11981 ,"440,430.79","438,070.58","419,011.26","416,460.02","416,227.00","415,396.00","415,053.00","414,719.00","414,336.00","414,336.00","414,336.00","414,251.00","5,032,626.65"
8083,Mara,Tarime DC, KERENDE , EM.5010 ,"360,116.94","358,187.12","385,571.43","383,223.79","383,009.00","382,245.00","381,929.00","381,622.00","381,269.00","381,269.00","381,269.00","381,191.00","4,540,902.28"
8084,Mara,Tarime DC, KERYOBA , EM.13290 ,"968,947.73","963,755.28","958,608.60","952,771.89","952,238.00","950,338.00","949,554.00","948,788.00","947,912.00","947,912.00","947,912.00","947,718.00","11,436,455.50"
8085,Mara,Tarime DC, KEWAIRUMBE , EM.19430 ,,,,"55,897.29","89,587.00","89,408.00","89,334.00","89,262.00","89,180.00","89,180.00","89,180.00","89,162.00","770,190.29"
8086,Mara,Tarime DC, KEWAMAMBA , EM.5011 ,"512,972.33","510,223.38","509,197.48","506,097.12","505,813.00","504,804.00","504,388.00","503,981.00","503,516.00","503,516.00","503,516.00","503,413.00","6,071,437.32"
8087,Mara,Tarime DC, KEWANJA , EM.15642 ,"708,316.34","704,520.57","749,862.96","745,297.25","744,879.00","743,393.00","742,780.00","742,181.00","741,496.00","741,496.00","741,496.00","741,344.00","8,847,062.12"
8088,Mara,Tarime DC, KIBASUKA , EM.17124 ,"339,390.78","337,572.04","309,571.80","307,686.91","307,514.00","306,901.00","306,648.00","306,400.00","306,117.00","306,117.00","306,117.00","306,055.00","3,746,090.53"
8089,Mara,Tarime DC, KIHERO , EM.18741 ,,,,"108,269.53","199,306.00","198,908.00","198,744.00","198,584.00","198,400.00","198,400.00","198,400.00","198,360.00","1,697,371.53"
8090,Mara,Tarime DC, KIKOMORI , EM.4234 ,"493,282.48","490,639.05","420,024.59","417,467.18","417,233.00","416,401.00","416,057.00","415,722.00","415,338.00","415,338.00","415,338.00","415,253.00","5,148,093.30"
8091,Mara,Tarime DC, KIMUSI , EM.6191 ,"467,374.79","464,870.19","500,077.53","497,032.69","496,754.00","495,763.00","495,354.00","494,955.00","494,497.00","494,497.00","494,497.00","494,396.00","5,890,068.21"
8092,Mara,Tarime DC, KIONGERA , EM.2274 ,"404,678.17","402,509.56","397,224.70","394,806.11","394,585.00","393,797.00","393,473.00","393,155.00","392,792.00","392,792.00","392,792.00","392,712.00","4,745,316.54"
8093,Mara,Tarime DC, KITAGASEMBE , EM.4235 ,"458,048.02","455,593.41","460,051.06","457,249.93","456,994.00","456,082.00","455,706.00","455,338.00","454,918.00","454,918.00","454,918.00","454,825.00","5,474,641.42"
8094,Mara,Tarime DC, KITAGUTITI , EM.5012 ,"417,113.86","414,878.61","370,878.17","368,619.99","368,413.00","367,678.00","367,375.00","367,079.00","366,740.00","366,740.00","366,740.00","366,665.00","4,508,920.63"
8095,Mara,Tarime DC, KITAWASI , EM.2388 ,"340,427.09","338,602.79","314,638.45","312,722.70","312,547.00","311,924.00","311,666.00","311,415.00","311,128.00","311,128.00","311,128.00","311,064.00","3,798,391.03"
8096,Mara,Tarime DC, KITENGA , EM.2275 ,"511,936.02","509,192.63","382,531.44","380,202.31","379,989.00","379,231.00","378,918.00","378,613.00","378,263.00","378,263.00","378,263.00","378,186.00","4,813,588.41"
8097,Mara,Tarime DC, KITERERE , EM.5013 ,"201,561.85","200,481.71","184,425.76","183,302.84","183,200.00","182,834.00","182,684.00","182,536.00","182,368.00","182,368.00","182,368.00","182,331.00","2,230,461.16"
8098,Mara,Tarime DC, KOBORI , EM.8990 ,"401,569.25","399,417.30","365,811.53","363,584.20","363,380.00","362,655.00","362,356.00","362,064.00","361,730.00","361,730.00","361,730.00","361,656.00","4,427,683.27"
8099,Mara,Tarime DC, KOMASWA , EM.7158 ,"395,869.56","393,748.15","368,344.85","366,102.10","365,897.00","365,167.00","364,866.00","364,571.00","364,235.00","364,235.00","364,235.00","364,160.00","4,441,430.64"
8100,Mara,Tarime DC, KOROTAMBE , EM.4236 ,"486,546.48","483,939.15","422,557.91","419,985.07","419,750.00","418,912.00","418,567.00","418,229.00","417,843.00","417,843.00","417,843.00","417,757.00","5,159,772.62"
8101,Mara,Tarime DC, KUBITERERE , EM.3549 ,"347,681.25","345,818.07","360,744.88","358,548.41","358,347.00","357,632.00","357,337.00","357,049.00","356,719.00","356,719.00","356,719.00","356,647.00","4,269,961.61"
8102,Mara,Tarime DC, KUMWIKA , EM.6192 ,"400,014.79","397,871.16","328,825.04","326,822.92","326,640.00","325,988.00","325,719.00","325,456.00","325,156.00","325,156.00","325,156.00","325,089.00","4,057,893.91"
8103,Mara,Tarime DC, KWIGENGE , EM.5014 ,"487,064.64","484,454.53","501,090.86","498,039.85","497,761.00","496,767.00","496,358.00","495,958.00","495,499.00","495,499.00","495,499.00","495,398.00","5,939,388.87"
8104,Mara,Tarime DC, KWIHANCHA , EM.14083 ,"464,784.02","462,293.31","391,144.73","388,763.16","388,545.00","387,770.00","387,450.00","387,138.00","386,780.00","386,780.00","386,780.00","386,701.00","4,804,929.22"
8105,Mara,Tarime DC, KWIHORE , EM.17125 ,"468,929.25","466,416.33","472,211.00","469,335.84","469,073.00","468,137.00","467,751.00","467,374.00","466,942.00","466,942.00","466,942.00","466,846.00","5,616,899.41"
8106,Mara,Tarime DC, KWINOGO , EM.17126 ,"348,199.40","346,333.45","372,904.82","370,634.31","370,426.00","369,687.00","369,383.00","369,085.00","368,744.00","368,744.00","368,744.00","368,668.00","4,391,552.98"
8107,Mara,Tarime DC, KWISARARA , EM.10817 ,"347,163.09","345,302.69","316,665.10","314,737.01","314,561.00","313,933.00","313,674.00","313,421.00","313,132.00","313,132.00","313,132.00","313,068.00","3,831,920.90"
8108,Mara,Tarime DC, KYORUBA , EM.2044 ,"432,140.33","429,824.55","431,171.20","428,545.92","428,306.00","427,451.00","427,099.00","426,754.00","426,360.00","426,360.00","426,360.00","426,273.00","5,136,645.00"
8109,Mara,Tarime DC, MAGOMA , EM.763 ,"363,225.86","361,279.39","402,291.35","399,841.90","399,618.00","398,820.00","398,491.00","398,170.00","397,802.00","397,802.00","397,802.00","397,721.00","4,712,864.50"
8110,Mara,Tarime DC, MAGOTO , EM.572 ,"491,209.87","488,577.54","468,664.35","465,810.78","465,550.00","464,621.00","464,238.00","463,863.00","463,435.00","463,435.00","463,435.00","463,340.00","5,626,179.54"
8111,Mara,Tarime DC, MAIKA , EM.17127 ,"378,770.48","376,740.70","366,318.19","364,087.78","363,884.00","363,158.00","362,858.00","362,566.00","362,231.00","362,231.00","362,231.00","362,157.00","4,387,233.15"
8112,Mara,Tarime DC, MAKERERO , EM.17128 ,"191,198.78","190,174.17","204,692.32","203,446.01","203,332.00","202,926.00","202,759.00","202,595.00","202,408.00","202,408.00","202,408.00","202,367.00","2,410,714.28"
8113,Mara,Tarime DC, MANGUCHA , EM.1637 ,"598,467.72","595,260.61","731,116.39","726,664.82","726,257.00","724,808.00","724,211.00","723,627.00","722,958.00","722,958.00","722,958.00","722,811.00","8,442,097.54"
8114,Mara,Tarime DC, MASANGA , EM.6193 ,"652,355.72","648,859.84","633,330.20","629,474.03","629,121.00","627,866.00","627,348.00","626,842.00","626,263.00","626,263.00","626,263.00","626,135.00","7,580,120.79"
8115,Mara,Tarime DC, MASOTA , EM.17130 ,"340,945.25","339,118.17","322,238.41","320,276.39","320,097.00","319,458.00","319,195.00","318,937.00","318,643.00","318,643.00","318,643.00","318,578.00","3,874,772.21"
8116,Mara,Tarime DC, MASURURA , EM.6194 ,"575,150.79","572,068.64","573,037.17","569,548.10","569,229.00","568,093.00","567,624.00","567,167.00","566,643.00","566,643.00","566,643.00","566,527.00","6,828,373.71"
